web-scraper-order,web-scraper-start-url,featured,featured-href,recommended,recommended-href
"1581309546-1053","https://www.youtube.com/user/ColliderVideos/videos","Did Cliff Booth Kill His Wife? Hollywood Weighs In","https://www.youtube.com/watch?v=_w8sye3Hhok","SAW Story in 10 Minutes (Sort Of) -- 2020 Update
              
            
            
              
    
    
    
    
      
        
    
    
      
        IGN
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=MHU0WWSIQuc"
"1581309492-964","https://www.youtube.com/user/ColliderVideos/videos","Ben Whishaw Teases How 'No Time to Die' Connects to All of Daniel Craig's Bond Films","https://www.youtube.com/watch?v=J0Q3iQTARhA","RAHUL SUBRAMANIAN | LIVE IN BANGALORE | CROWD WORK (PART 1)
              
            
            
              
    
    
    
    
      
        
    
    
      
        Random Chikibum
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=2Oy4HpUJSgE"
"1581309527-1014","https://www.youtube.com/user/ColliderVideos/videos","The Best of Sundance 2020: Promising Young Woman, Palm Springs and More","https://www.youtube.com/watch?v=9FCxSyhyB5M","GOP-Controlled Senate Finds Trump Not Guilty, But Mitt Romney Honors His Oath And Votes To Convict
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Late Show with Stephen Colbert
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=_Z3qgRvMHCU"
"1581309435-870","https://www.youtube.com/user/ColliderVideos/videos","Little Women Q&A: Greta Gerwig, Saoirse Ronan & Florence Pugh - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=86I5V8Cp9aA","Mark Hamill in Conversation with Frank Oz
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          478K views","https://www.youtube.com/watch?v=BNYdNM3mIyM"
"1581309492-961","https://www.youtube.com/user/ColliderVideos/videos","Ben Whishaw Teases How 'No Time to Die' Connects to All of Daniel Craig's Bond Films","https://www.youtube.com/watch?v=J0Q3iQTARhA","Speed Round With the Star Wars: The Last Jedi Cast: Light Side vs. Dark Side | Oh My Disney Show
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oh My Disney
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=KlWXyf4F1lA"
"1581309451-901","https://www.youtube.com/user/ColliderVideos/videos","Leonardo DiCaprio, Brad Pitt, Quentin Tarantino & Crew: Once Upon a Time in Hollywood - Collider FYC","https://www.youtube.com/watch?v=XAd8OKHughw","Everything Wrong With Blade: Trinity In 16 Minutes Or Less
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=Z_vvCIcJuSI"
"1581309462-923","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Everything Wrong With Dark Phoenix In Plenty Of Minutes
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          1.4M views","https://www.youtube.com/watch?v=fo6MBMkQ8s0"
"1581309462-915","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Marvel Fantastic Four Announcement Breakdown - Marvel Phase 4 Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=TA5I51KfIwQ"
"1581309425-855","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Ellen DeGeneres' 86th Oscars Opening
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=HUmX6CiMoFk"
"1581309513-998","https://www.youtube.com/user/ColliderVideos/videos","Ron Howard Reflects on Making Solo: ""It Was Almost a Rewrite and a Continuation""","https://www.youtube.com/watch?v=B5o49MHhG-k","Ryan Reynolds & Jake Gyllenhaal Answer the Web's Most Searched Questions | WIRED
              
            
            
              
    
    
    
    
      
        
    
    
      
        WIRED
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=z2VZ_OGz0RU"
"1581309454-904","https://www.youtube.com/user/ColliderVideos/videos","1917 Stars Dean-Charles Chapman & George MacKay: Collider FYC Screening Series presented by Arclight","https://www.youtube.com/watch?v=ODDH38riezI","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          636K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309430-866","https://www.youtube.com/user/ColliderVideos/videos","Booksmart Q&A: Olivia Wilde, Kaitlyn Dever, Beanie Feldstein - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=ztXHKGeAa1U","Adam Sandler & Kevin Garnett on Uncut Gems
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=GKKx0YxX6p4"
"1581309439-876","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","Joe Biden's Poor Performance In Iowa Signals Opportunity For Mike Bloomberg's Campaign
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Late Show with Stephen Colbert
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=0BEofcUdREA"
"1581309451-900","https://www.youtube.com/user/ColliderVideos/videos","Leonardo DiCaprio, Brad Pitt, Quentin Tarantino & Crew: Once Upon a Time in Hollywood - Collider FYC","https://www.youtube.com/watch?v=XAd8OKHughw","Jennifer Lopez Breaks Down Her Entire Super Bowl Halftime Show from Pole to Daughter Duet
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=WkbfBtm9tsU"
"1581309483-950","https://www.youtube.com/user/ColliderVideos/videos","Summertime Review - Sundance Film Festival 2020","https://www.youtube.com/watch?v=rEyZ8UPdDck","MAVERICKS at JAZZ | FULL GAME HIGHLIGHTS | January 25, 2020
              
            
            
              
    
    
    
    
      
        
    
    
      
        NBA
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=xGWRFV9RKgY"
"1581309430-863","https://www.youtube.com/user/ColliderVideos/videos","Booksmart Q&A: Olivia Wilde, Kaitlyn Dever, Beanie Feldstein - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=ztXHKGeAa1U","Marvel Fantastic Four Announcement Breakdown - Marvel Phase 4 Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=TA5I51KfIwQ"
"1581309425-853","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Will Christian Bale Join Thor: Love and Thunder? | SJU
              
            
            
              
    
    
    
    
      
        
    
    
      
        Fandom Entertainment
      
      

    
      
    

    
    
    
  
        •
      
      
        
          37K views","https://www.youtube.com/watch?v=3dA1Vk91WW4"
"1581309430-867","https://www.youtube.com/user/ColliderVideos/videos","Booksmart Q&A: Olivia Wilde, Kaitlyn Dever, Beanie Feldstein - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=ztXHKGeAa1U","Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=ibPkLdbG4VU"
"1581309518-1005","https://www.youtube.com/user/ColliderVideos/videos","Super Bowl Predictions with Will Ferrell, Alec Baldwin and More","https://www.youtube.com/watch?v=Z0eQnp5Ev8s","Top Gun 2 EXTENDED SUPER BOWL Trailer
              
            
            
              
    
    
    
    
      
        
    
    
      
        Flicks And The City Clips
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=epgkqPJ_bc0"
"1581309466-929","https://www.youtube.com/user/ColliderVideos/videos","Parasite: Bong Joon-ho & Song Kang-ho - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=5mZPz7qNpUQ","Adam Sandler & Kevin Garnett on Uncut Gems
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=GKKx0YxX6p4"
"1581309518-1002","https://www.youtube.com/user/ColliderVideos/videos","Super Bowl Predictions with Will Ferrell, Alec Baldwin and More","https://www.youtube.com/watch?v=Z0eQnp5Ev8s","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309462-909","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309425-842","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Vesely Overcomes Gerasimov To Triumph In Pune | Pune 2020 Final Highlights
              
            
            
              
    
    
    
    
      
        
    
    
      
        Tennis TV
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=JEcpjikadzY"
"1581309501-983","https://www.youtube.com/user/ColliderVideos/videos","Willow Disney Plus Series: Ron Howard Reveals When It Takes Place","https://www.youtube.com/watch?v=724Kb3t4zMg","The Last 8 Minutes of Kobe Bryant's FINAL NBA Game | 60 Points vs Utah Jazz
              
            
            
              
    
    
    
    
      
        
    
    
      
        House of Highlights
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=lYx0mILo9-Y"
"1581309443-884","https://www.youtube.com/user/ColliderVideos/videos","2020 Oscar Nominations: Surprises and Snubs - For Your Consideration","https://www.youtube.com/watch?v=ltmQp6nQ8eE","Leonardo DiCaprio winning Best Actor
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          28M views","https://www.youtube.com/watch?v=xpyrefzvTpI"
"1581309518-1000","https://www.youtube.com/user/ColliderVideos/videos","Super Bowl Predictions with Will Ferrell, Alec Baldwin and More","https://www.youtube.com/watch?v=Z0eQnp5Ev8s","Top 5 Super Bowl 54 Commercials You Might Have Missed!
              
            
            
              
    
    
    
    
      
        
    
    
      
        SPORTSNET
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          1M views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=9qWi2zX8Cro"
"1581309439-879","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","Kate Winslet winning Best Actress for ""The Reader""
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=PxzQSWx9IGs"
"1581309473-938","https://www.youtube.com/user/ColliderVideos/videos","The Guilds Have Spoken, But Will the Academy Listen? - For Your Consideration","https://www.youtube.com/watch?v=Dip-8yqq9ww","Ellen DeGeneres' 86th Oscars Opening
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=HUmX6CiMoFk"
"1581309506-985","https://www.youtube.com/user/ColliderVideos/videos","Is Best Picture Really Between 1917 and Parasite? - For Your Consideration","https://www.youtube.com/watch?v=2X9MYrw-KfE","lofi hip hop radio - beats to relax/study to
              
            
            
              
    
    
    
    
      
        
    
    
      
        ChilledCow
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          24K watching
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        LIVE NOW","https://www.youtube.com/watch?v=hHW1oY26kxQ"
"1581309425-860","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","I Watched Avengers: Endgame in  0.25x Speed and Here's What I Found
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Canadian Lad
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=uSmMyvljisc"
"1581309527-1019","https://www.youtube.com/user/ColliderVideos/videos","The Best of Sundance 2020: Promising Young Woman, Palm Springs and More","https://www.youtube.com/watch?v=9FCxSyhyB5M","Honest Trailers | The Oscars (2020)
              
            
            
              
    
    
    
    
      
        
    
    
      
        Screen Junkies
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=a1ACsKff_sY"
"1581309462-907","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=ibPkLdbG4VU"
"1581309506-988","https://www.youtube.com/user/ColliderVideos/videos","Is Best Picture Really Between 1917 and Parasite? - For Your Consideration","https://www.youtube.com/watch?v=2X9MYrw-KfE","Ellen DeGeneres' 86th Oscars Opening
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=HUmX6CiMoFk"
"1581309536-1039","https://www.youtube.com/user/ColliderVideos/videos","Birds of Prey Review: This Movie Kicks A$$!","https://www.youtube.com/watch?v=mmLHmBvDYXM","The Flash Season 6 Episode 10 Crisis On Infinite Earths TOP 10 WTF and Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          210K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=GKI5Y4AQS20"
"1581309462-906","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","lofi hip hop radio - beats to relax/study to
              
            
            
              
    
    
    
    
      
        
    
    
      
        ChilledCow
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          24K watching
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        LIVE NOW","https://www.youtube.com/watch?v=hHW1oY26kxQ"
"1581309425-851","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Top Gun 2 EXTENDED SUPER BOWL Trailer
              
            
            
              
    
    
    
    
      
        
    
    
      
        Flicks And The City Clips
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=epgkqPJ_bc0"
"1581309466-926","https://www.youtube.com/user/ColliderVideos/videos","Parasite: Bong Joon-ho & Song Kang-ho - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=5mZPz7qNpUQ","lofi hip hop radio - beats to relax/study to
              
            
            
              
    
    
    
    
      
        
    
    
      
        ChilledCow
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          24K watching
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        LIVE NOW","https://www.youtube.com/watch?v=hHW1oY26kxQ"
"1581309546-1056","https://www.youtube.com/user/ColliderVideos/videos","Did Cliff Booth Kill His Wife? Hollywood Weighs In","https://www.youtube.com/watch?v=_w8sye3Hhok","Coldplay's FULL Pepsi Super Bowl 50 Halftime Show feat. Beyoncé & Bruno Mars! | NFL
              
            
            
              
    
    
    
    
      
        
    
    
      
        NFL
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=c9cUytejf1k"
"1581309473-937","https://www.youtube.com/user/ColliderVideos/videos","The Guilds Have Spoken, But Will the Academy Listen? - For Your Consideration","https://www.youtube.com/watch?v=Dip-8yqq9ww","lofi hip hop radio - beats to relax/study to
              
            
            
              
    
    
    
    
      
        
    
    
      
        ChilledCow
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          24K watching
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        LIVE NOW","https://www.youtube.com/watch?v=hHW1oY26kxQ"
"1581309466-928","https://www.youtube.com/user/ColliderVideos/videos","Parasite: Bong Joon-ho & Song Kang-ho - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=5mZPz7qNpUQ","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309425-845","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Adam Sandler & Kevin Garnett on Uncut Gems
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=GKKx0YxX6p4"
"1581309542-1050","https://www.youtube.com/user/ColliderVideos/videos","Andy Samberg, Toni Collette and More Sundance Stars Pick New Oscar Categories","https://www.youtube.com/watch?v=ijEfDK-f_B0","Ellen DeGeneres' 86th Oscars Opening
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=HUmX6CiMoFk"
"1581309518-1001","https://www.youtube.com/user/ColliderVideos/videos","Super Bowl Predictions with Will Ferrell, Alec Baldwin and More","https://www.youtube.com/watch?v=Z0eQnp5Ev8s","Random Instrument Challenge with Shaquille O'Neal
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=pxxPznV38Hk"
"1581309506-986","https://www.youtube.com/user/ColliderVideos/videos","Is Best Picture Really Between 1917 and Parasite? - For Your Consideration","https://www.youtube.com/watch?v=2X9MYrw-KfE","All the best bits from the 2020 Film BAFTAs! 🏆 - BBC
              
            
            
              
    
    
    
    
      
        
    
    
      
        BBC
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=fJD-LpICyr4"
"1581309477-947","https://www.youtube.com/user/ColliderVideos/videos","Taika Waititi talks Jojo Rabbit - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=KmNoUhQGsBU","BREAKING: Quentin Tarantino Loves Rom-Coms
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Late Show with Stephen Colbert
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          857K views","https://www.youtube.com/watch?v=5JRQr4E8zkU"
"1581309425-850","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309488-954","https://www.youtube.com/user/ColliderVideos/videos","Paul Bettany Says 'WandaVision' Is ""So Bonkers"" & ""Really Risky""","https://www.youtube.com/watch?v=EJReIqmzleA","Leonardo DiCaprio winning Best Actor
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=xpyrefzvTpI"
"1581309425-854","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Willow Disney Plus Series: Ron Howard Reveals When It Takes Place
              
            
            
              
    
    
    
    
      
        
    
    
      
        Collider Videos
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=724Kb3t4zMg"
"1581309522-1008","https://www.youtube.com/user/ColliderVideos/videos","Renée Zellweger is Judy Garland in JUDY - Collider FYC Screening Series presented by Arclight","https://www.youtube.com/watch?v=fCAt29c58WM","All the best bits from the 2020 Film BAFTAs! 🏆 - BBC
              
            
            
              
    
    
    
    
      
        
    
    
      
        BBC
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          1.1M views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=fJD-LpICyr4"
"1581309518-1004","https://www.youtube.com/user/ColliderVideos/videos","Super Bowl Predictions with Will Ferrell, Alec Baldwin and More","https://www.youtube.com/watch?v=Z0eQnp5Ev8s","Conan Busts His Employees Eating Cake  - CONAN on TBS
              
            
            
              
    
    
    
    
      
        
    
    
      
        Team Coco
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=j_pC0-Jfsq0"
"1581309522-1010","https://www.youtube.com/user/ColliderVideos/videos","Renée Zellweger is Judy Garland in JUDY - Collider FYC Screening Series presented by Arclight","https://www.youtube.com/watch?v=fCAt29c58WM","Mark Hamill in Conversation with Frank Oz
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=BNYdNM3mIyM"
"1581309477-943","https://www.youtube.com/user/ColliderVideos/videos","Taika Waititi talks Jojo Rabbit - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=KmNoUhQGsBU","Will Smith, Samuel L. Jackson, Mark Ruffalo and More Actors on THR's Roundtables | Oscars 2016
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          2.1M views","https://www.youtube.com/watch?v=df9RU8mtYaM"
"1581309466-925","https://www.youtube.com/user/ColliderVideos/videos","Parasite: Bong Joon-ho & Song Kang-ho - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=5mZPz7qNpUQ","SBIFF 2020 - Bong Joon Ho Intro, Early Years & ""Barking Dogs Never Bite""
              
            
            
              
    
    
    
    
      
        
    
    
      
        officialSBIFF
      
      

    
      
    

    
    
    
  
        •
      
      
        
          58K views","https://www.youtube.com/watch?v=Ty8fvT1KwsI"
